,nose,left eye (inner),left eye,left eye (outer),right eye (inner),right eye,right eye (outer),left ear,right ear,mouth (left),mouth (right),left shoulder,right shoulder,left elbow,right elbow,left wrist,right wrist,left pinky,right pinky,left index,right index,left thumb,right thumb,left hip,right hip,left knee,right knee,left ankle,right ankle,left heel,right heel,left foot index,right foot index
Frame0,"x: 0.46565333008766174
y: 0.15515372157096863
z: -0.0959208533167839
visibility: 0.9987549781799316
","x: 0.46031612157821655
y: 0.1420699656009674
z: -0.08620549738407135
visibility: 0.9955109357833862
","x: 0.45950421690940857
y: 0.14175662398338318
z: -0.08622954040765762
visibility: 0.9946172833442688
","x: 0.4586142599582672
y: 0.14156681299209595
z: -0.0862078070640564
visibility: 0.9963511228561401
","x: 0.45943182706832886
y: 0.14250603318214417
z: -0.11691097170114517
visibility: 0.9975010752677917
","x: 0.4580231308937073
y: 0.14259690046310425
z: -0.11692319065332413
visibility: 0.9972891807556152
","x: 0.45642122626304626
y: 0.14290887117385864
z: -0.11699928343296051
visibility: 0.9978961944580078
","x: 0.44890516996383667
y: 0.14888212084770203
z: -0.02990855649113655
visibility: 0.9897809028625488
","x: 0.4465324282646179
y: 0.1505701243877411
z: -0.16753582656383514
visibility: 0.9965991377830505
","x: 0.4624904692173004
y: 0.1698111593723297
z: -0.07063853740692139
visibility: 0.9972743391990662
","x: 0.460904985666275
y: 0.17014315724372864
z: -0.1103917807340622
visibility: 0.998818576335907
","x: 0.4335986077785492
y: 0.23529212176799774
z: 0.06589765846729279
visibility: 0.9978001713752747
","x: 0.4293603003025055
y: 0.2324632704257965
z: -0.2263087034225464
visibility: 0.9999308586120605
","x: 0.43762341141700745
y: 0.3560110628604889
z: 0.10379622876644135
visibility: 0.028147723525762558
","x: 0.43256497383117676
y: 0.3600847125053406
z: -0.265569806098938
visibility: 0.9815273880958557
","x: 0.4482285976409912
y: 0.45074573159217834
z: 0.05863191559910774
visibility: 0.07892224192619324
","x: 0.45759040117263794
y: 0.46644991636276245
z: -0.2564049959182739
visibility: 0.9514731764793396
","x: 0.45273393392562866
y: 0.48020249605178833
z: 0.055583931505680084
visibility: 0.10576903074979782
","x: 0.46227866411209106
y: 0.49597692489624023
z: -0.2853192389011383
visibility: 0.9259263277053833
","x: 0.45569199323654175
y: 0.481738418340683
z: 0.035102687776088715
visibility: 0.10654422640800476
","x: 0.46710920333862305
y: 0.49561047554016113
z: -0.2792832851409912
visibility: 0.9171346426010132
","x: 0.4539383351802826
y: 0.4688935875892639
z: 0.047274403274059296
visibility: 0.10317796468734741
","x: 0.4656746983528137
y: 0.48610448837280273
z: -0.25299614667892456
visibility: 0.8716349005699158
","x: 0.44109874963760376
y: 0.4677829444408417
z: 0.08855139464139938
visibility: 0.9976535439491272
","x: 0.4433673918247223
y: 0.46910178661346436
z: -0.08865121006965637
visibility: 0.9985595345497131
","x: 0.45560890436172485
y: 0.6086233854293823
z: 0.17739740014076233
visibility: 0.5796911716461182
","x: 0.45830440521240234
y: 0.6284875869750977
z: -0.011599388904869556
visibility: 0.9642379879951477
","x: 0.4141847491264343
y: 0.7209692001342773
z: 0.3001014292240143
visibility: 0.8071391582489014
","x: 0.43821829557418823
y: 0.770247757434845
z: 0.10548657178878784
visibility: 0.982213020324707
","x: 0.3947857618331909
y: 0.723236620426178
z: 0.3096817433834076
visibility: 0.8408050537109375
","x: 0.4294326901435852
y: 0.7978461980819702
z: 0.11420042812824249
visibility: 0.9600015878677368
","x: 0.4318946897983551
y: 0.755640983581543
z: 0.27783700823783875
visibility: 0.9056556224822998
","x: 0.47094130516052246
y: 0.7978357672691345
z: 0.057295165956020355
visibility: 0.9785584211349487
"
Frame1,"x: 0.4655942916870117
y: 0.1504862904548645
z: -0.10476714372634888
visibility: 0.9987095594406128
","x: 0.46025925874710083
y: 0.1367512345314026
z: -0.09456504881381989
visibility: 0.995423436164856
","x: 0.45947879552841187
y: 0.1364983320236206
z: -0.09456996619701385
visibility: 0.9945022463798523
","x: 0.4585970342159271
y: 0.13635459542274475
z: -0.09453430771827698
visibility: 0.9962189197540283
","x: 0.4593246877193451
y: 0.13738970458507538
z: -0.12701967358589172
visibility: 0.9974911212921143
","x: 0.45793551206588745
y: 0.13754455745220184
z: -0.12705090641975403
visibility: 0.9973042011260986
","x: 0.4563380181789398
y: 0.13784855604171753
z: -0.1271347552537918
visibility: 0.9979089498519897
","x: 0.44886645674705505
y: 0.1441807746887207
z: -0.03219331055879593
visibility: 0.9893637299537659
","x: 0.4464028775691986
y: 0.14562538266181946
z: -0.17711755633354187
visibility: 0.9966670274734497
","x: 0.4625345766544342
y: 0.16621728241443634
z: -0.07680627703666687
visibility: 0.9972242712974548
","x: 0.4609375
y: 0.16685546934604645
z: -0.1188339963555336
visibility: 0.9988202452659607
","x: 0.4344767928123474
y: 0.22829362750053406
z: 0.07037418335676193
visibility: 0.9976679086685181
","x: 0.42915576696395874
y: 0.22551816701889038
z: -0.24090273678302765
visibility: 0.999934196472168
","x: 0.43764621019363403
y: 0.3511967360973358
z: 0.1102181226015091
visibility: 0.02808452770113945
","x: 0.4331250786781311
y: 0.35125306248664856
z: -0.28406822681427
visibility: 0.9824811220169067
","x: 0.4525471329689026
y: 0.4503431022167206
z: 0.0545467808842659
visibility: 0.0777023583650589
","x: 0.4656689167022705
y: 0.45802003145217896
z: -0.27797624468803406
visibility: 0.9542003870010376
","x: 0.457141250371933
y: 0.4787134528160095
z: 0.05187619850039482
visibility: 0.10470634698867798
","x: 0.4724290370941162
y: 0.48459959030151367
z: -0.3068036735057831
visibility: 0.9298838973045349
","x: 0.46119362115859985
y: 0.4772295355796814
z: 0.028828253969550133
visibility: 0.10551910847425461
","x: 0.47642651200294495
y: 0.481139212846756
z: -0.30241894721984863
visibility: 0.9216561913490295
","x: 0.45883941650390625
y: 0.4652377963066101
z: 0.041504938155412674
visibility: 0.10259685665369034
","x: 0.4747049808502197
y: 0.47342610359191895
z: -0.27452972531318665
visibility: 0.8779686093330383
","x: 0.4443492293357849
y: 0.46044477820396423
z: 0.09408244490623474
visibility: 0.9973701238632202
","x: 0.4428573548793793
y: 0.46196991205215454
z: -0.09416088461875916
visibility: 0.9984660744667053
","x: 0.46587347984313965
y: 0.5991898775100708
z: 0.16475887596607208
visibility: 0.5870941281318665
","x: 0.45552974939346313
y: 0.621925413608551
z: -0.037135396152734756
visibility: 0.9642572402954102
","x: 0.4200994372367859
y: 0.7194666266441345
z: 0.26973098516464233
visibility: 0.8027624487876892
","x: 0.4372900426387787
y: 0.7702257037162781
z: 0.05405057594180107
visibility: 0.9819639325141907
","x: 0.404632031917572
y: 0.7248860597610474
z: 0.2769395411014557
visibility: 0.8388622999191284
","x: 0.4267963469028473
y: 0.7989134192466736
z: 0.05879132077097893
visibility: 0.9598568677902222
","x: 0.4373665452003479
y: 0.7579333186149597
z: 0.24200670421123505
visibility: 0.9037583470344543
","x: 0.4688336253166199
y: 0.8015441298484802
z: -0.013510706834495068
visibility: 0.9784939885139465
"
Frame2,"x: 0.4644036293029785
y: 0.14696280658245087
z: -0.07982482761144638
visibility: 0.9987688660621643
","x: 0.4593561291694641
y: 0.1330493837594986
z: -0.06951945275068283
visibility: 0.9957021474838257
","x: 0.4586697220802307
y: 0.13279590010643005
z: -0.06953480839729309
visibility: 0.994827389717102
","x: 0.45785316824913025
y: 0.13264742493629456
z: -0.0695168524980545
visibility: 0.9964290261268616
","x: 0.45830512046813965
y: 0.13367357850074768
z: -0.10129354894161224
visibility: 0.9976383447647095
","x: 0.4568958282470703
y: 0.13379505276679993
z: -0.10132119804620743
visibility: 0.997471272945404
","x: 0.4552834928035736
y: 0.1340305507183075
z: -0.1013936996459961
visibility: 0.9980384707450867
","x: 0.44818681478500366
y: 0.14033706486225128
z: -0.007802153937518597
visibility: 0.98991459608078
","x: 0.44530415534973145
y: 0.1417476385831833
z: -0.1499125361442566
visibility: 0.9968965649604797
","x: 0.4619999825954437
y: 0.16291114687919617
z: -0.05272150784730911
visibility: 0.9973822832107544
","x: 0.46033015847206116
y: 0.1636907309293747
z: -0.0939418226480484
visibility: 0.9988869428634644
","x: 0.43481606245040894
y: 0.22397328913211823
z: 0.09321488440036774
visibility: 0.9976520538330078
","x: 0.4285432696342468
y: 0.21962235867977142
z: -0.21859869360923767
visibility: 0.9999368786811829
","x: 0.43892914056777954
y: 0.34662267565727234
z: 0.13459552824497223
visibility: 0.029025405645370483
","x: 0.43530693650245667
y: 0.33788156509399414
z: -0.2572391927242279
visibility: 0.9835472702980042
","x: 0.4578307271003723
y: 0.43888285756111145
z: 0.07191997766494751
visibility: 0.07691831886768341
","x: 0.47384873032569885
y: 0.4388285279273987
z: -0.24676010012626648
visibility: 0.9568487405776978
","x: 0.46203380823135376
y: 0.4662556052207947
z: 0.06785669922828674
visibility: 0.10306992381811142
","x: 0.4824233651161194
y: 0.4645382761955261
z: -0.27382928133010864
visibility: 0.9335210919380188
","x: 0.4675683379173279
y: 0.46001487970352173
z: 0.04467957466840744
visibility: 0.10399487614631653
","x: 0.4874761998653412
y: 0.4596163332462311
z: -0.271222323179245
visibility: 0.9258005619049072
","x: 0.4634009301662445
y: 0.45247769355773926
z: 0.058251190930604935
visibility: 0.1016216054558754
","x: 0.48386651277542114
y: 0.4511224627494812
z: -0.2438446581363678
visibility: 0.883572518825531
","x: 0.44630807638168335
y: 0.4537368714809418
z: 0.09181652963161469
visibility: 0.9972053170204163
","x: 0.4386502206325531
y: 0.4568466246128082
z: -0.09183521568775177
visibility: 0.9983518123626709
","x: 0.4713902473449707
y: 0.5900025963783264
z: 0.1272290199995041
visibility: 0.5913571715354919
","x: 0.43578487634658813
y: 0.6155011653900146
z: -0.04959762841463089
visibility: 0.9616724848747253
","x: 0.4322703778743744
y: 0.7225359678268433
z: 0.21269449591636658
visibility: 0.7889871001243591
","x: 0.4290177822113037
y: 0.7661356329917908
z: 0.028492653742432594
visibility: 0.9788612723350525
","x: 0.4221131205558777
y: 0.7470130324363708
z: 0.21724896132946014
visibility: 0.8264203071594238
","x: 0.41787996888160706
y: 0.7963405847549438
z: 0.03133220225572586
visibility: 0.9532146453857422
","x: 0.45236554741859436
y: 0.7620245218276978
z: 0.17221121490001678
visibility: 0.8963893055915833
","x: 0.46013951301574707
y: 0.798683226108551
z: -0.048212580382823944
visibility: 0.9764471650123596
"
Frame3,"x: 0.46410059928894043
y: 0.14490064978599548
z: -0.07567830383777618
visibility: 0.9988418817520142
","x: 0.45906728506088257
y: 0.13098660111427307
z: -0.0651206523180008
visibility: 0.9960236549377441
","x: 0.4583703875541687
y: 0.13080686330795288
z: -0.06514635682106018
visibility: 0.9952159523963928
","x: 0.4575217366218567
y: 0.13078728318214417
z: -0.06513842940330505
visibility: 0.9966831207275391
","x: 0.4580842852592468
y: 0.13159815967082977
z: -0.09699153900146484
visibility: 0.9978001117706299
","x: 0.45672520995140076
y: 0.13178087770938873
z: -0.09701491892337799
visibility: 0.9976537823677063
","x: 0.4551470875740051
y: 0.13214737176895142
z: -0.0970846563577652
visibility: 0.9981760382652283
","x: 0.4476984441280365
y: 0.13881416618824005
z: -0.0039738500490784645
visibility: 0.9906507134437561
","x: 0.44499459862709045
y: 0.14058281481266022
z: -0.147098109126091
visibility: 0.9971402287483215
","x: 0.46183204650878906
y: 0.16157923638820648
z: -0.04920917749404907
visibility: 0.9975546598434448
","x: 0.4602202773094177
y: 0.16243873536586761
z: -0.09075842797756195
visibility: 0.9989579319953918
","x: 0.43449074029922485
y: 0.22372671961784363
z: 0.09633699804544449
visibility: 0.9976140856742859
","x: 0.42863741517066956
y: 0.21899496018886566
z: -0.21785834431648254
visibility: 0.9999390244483948
","x: 0.4393041133880615
y: 0.34580349922180176
z: 0.1411322057247162
visibility: 0.028641795739531517
","x: 0.44163578748703003
y: 0.3324989676475525
z: -0.25626295804977417
visibility: 0.9847805500030518
","x: 0.45664462447166443
y: 0.43562862277030945
z: 0.0819859653711319
visibility: 0.07325257360935211
","x: 0.48740848898887634
y: 0.4213920533657074
z: -0.24357931315898895
visibility: 0.959600031375885
","x: 0.46186336874961853
y: 0.46168074011802673
z: 0.07706227153539658
visibility: 0.0979921892285347
","x: 0.4962356984615326
y: 0.44552239775657654
z: -0.27223291993141174
visibility: 0.9373294711112976
","x: 0.46663516759872437
y: 0.4593771994113922
z: 0.053686194121837616
visibility: 0.09889751672744751
","x: 0.5010755062103271
y: 0.4413164258003235
z: -0.2685088813304901
visibility: 0.930056631565094
","x: 0.4630333483219147
y: 0.44999194145202637
z: 0.06814300268888474
visibility: 0.09699731320142746
","x: 0.49701040983200073
y: 0.4330787658691406
z: -0.24063317477703094
visibility: 0.8890784382820129
","x: 0.44762927293777466
y: 0.453960120677948
z: 0.08977082371711731
visibility: 0.9972431063652039
","x: 0.4341253340244293
y: 0.45756518840789795
z: -0.08973798900842667
visibility: 0.9983235597610474
","x: 0.4804702401161194
y: 0.5844457149505615
z: 0.09749126434326172
visibility: 0.6185441017150879
","x: 0.42507800459861755
y: 0.6111720204353333
z: -0.05204872414469719
visibility: 0.9639796614646912
","x: 0.44575396180152893
y: 0.7273668646812439
z: 0.18683575093746185
visibility: 0.7986856698989868
","x: 0.4172438681125641
y: 0.7663068175315857
z: 0.026667024940252304
visibility: 0.9796122312545776
","x: 0.4335011839866638
y: 0.7562997341156006
z: 0.19160272181034088
visibility: 0.8323156833648682
","x: 0.4067552983760834
y: 0.7967409491539001
z: 0.029089931398630142
visibility: 0.9516686797142029
","x: 0.47509846091270447
y: 0.7699723243713379
z: 0.1406668722629547
visibility: 0.9014790654182434
","x: 0.4516710638999939
y: 0.7994139194488525
z: -0.055838555097579956
visibility: 0.9773499965667725
"
Frame4,"x: 0.4639952778816223
y: 0.14525195956230164
z: -0.044253259897232056
visibility: 0.9989161491394043
","x: 0.4590305685997009
y: 0.13162794709205627
z: -0.0328010618686676
visibility: 0.996341347694397
","x: 0.4583115577697754
y: 0.13146957755088806
z: -0.03283343091607094
visibility: 0.9956086277961731
","x: 0.4574316442012787
y: 0.13144773244857788
z: -0.03282163292169571
visibility: 0.9969451427459717
","x: 0.4580918848514557
y: 0.13218507170677185
z: -0.06549658626317978
visibility: 0.9979572296142578
","x: 0.4567388892173767
y: 0.13238810002803802
z: -0.06551416218280792
visibility: 0.9978334307670593
","x: 0.4551525115966797
y: 0.1327570080757141
z: -0.06557805836200714
visibility: 0.9983099699020386
","x: 0.4474632143974304
y: 0.13937446475028992
z: 0.024525735527276993
visibility: 0.9913989901542664
","x: 0.44499731063842773
y: 0.14110508561134338
z: -0.12253317981958389
visibility: 0.997372567653656
","x: 0.4617427885532379
y: 0.16178014874458313
z: -0.019778121262788773
visibility: 0.9977118372917175
","x: 0.4602108597755432
y: 0.16261190176010132
z: -0.06260254979133606
visibility: 0.9990181922912598
","x: 0.43152451515197754
y: 0.22391831874847412
z: 0.11931870132684708
visibility: 0.9976511001586914
","x: 0.4292588233947754
y: 0.21660327911376953
z: -0.200226828455925
visibility: 0.9999416470527649
","x: 0.43855276703834534
y: 0.34363535046577454
z: 0.1581367403268814
visibility: 0.02933136187493801
","x: 0.44574055075645447
y: 0.33024001121520996
z: -0.24538537859916687
visibility: 0.9859986901283264
","x: 0.4545195698738098
y: 0.43228310346603394
z: 0.10771866887807846
visibility: 0.0712873786687851
","x: 0.4963315427303314
y: 0.40691787004470825
z: -0.23477253317832947
visibility: 0.962643563747406
","x: 0.45646151900291443
y: 0.45568928122520447
z: 0.10729578882455826
visibility: 0.09484530985355377
","x: 0.5070885419845581
y: 0.4290584921836853
z: -0.26418453454971313
visibility: 0.9417323470115662
","x: 0.46065348386764526
y: 0.45269742608070374
z: 0.08373335003852844
visibility: 0.09563542902469635
","x: 0.5112102627754211
y: 0.42445001006126404
z: -0.2540457844734192
visibility: 0.9349605441093445
","x: 0.45850521326065063
y: 0.4439338743686676
z: 0.09450539946556091
visibility: 0.09414224326610565
","x: 0.5075146555900574
y: 0.4172772169113159
z: -0.22964175045490265
visibility: 0.895639955997467
","x: 0.4471779763698578
y: 0.450226753950119
z: 0.09007925540208817
visibility: 0.9972996115684509
","x: 0.43226009607315063
y: 0.4554007351398468
z: -0.09005838632583618
visibility: 0.9983128905296326
","x: 0.4836484491825104
y: 0.5787580013275146
z: 0.07525642216205597
visibility: 0.6434474587440491
","x: 0.42067068815231323
y: 0.6082718968391418
z: -0.08102812618017197
visibility: 0.9667462706565857
","x: 0.4641328752040863
y: 0.7278661131858826
z: 0.14197643101215363
visibility: 0.8114087581634521
","x: 0.40365085005760193
y: 0.7669292688369751
z: -0.036864906549453735
visibility: 0.9808706641197205
","x: 0.4543674886226654
y: 0.7596534490585327
z: 0.1441253274679184
visibility: 0.8402535915374756
","x: 0.3893495202064514
y: 0.7998321652412415
z: -0.037666186690330505
visibility: 0.951751172542572
","x: 0.4992460608482361
y: 0.7684761881828308
z: 0.09239880740642548
visibility: 0.9072923064231873
","x: 0.4385434687137604
y: 0.800241231918335
z: -0.1202109083533287
visibility: 0.9785294532775879
"
Frame5,"x: 0.46316689252853394
y: 0.14719203114509583
z: -0.05327910929918289
visibility: 0.9990121722221375
","x: 0.45846715569496155
y: 0.133210688829422
z: -0.041759561747312546
visibility: 0.9966877698898315
","x: 0.45779937505722046
y: 0.13313928246498108
z: -0.04179537668824196
visibility: 0.9960255026817322
","x: 0.4569953382015228
y: 0.1331263929605484
z: -0.041792742908000946
visibility: 0.9972323179244995
","x: 0.457406222820282
y: 0.13374890387058258
z: -0.0738208070397377
visibility: 0.9981445074081421
","x: 0.4560462534427643
y: 0.13404574990272522
z: -0.07384052127599716
visibility: 0.9980340600013733
","x: 0.4544735848903656
y: 0.1344432681798935
z: -0.07388247549533844
visibility: 0.9984647035598755
","x: 0.44712767004966736
y: 0.14095455408096313
z: 0.018015926703810692
visibility: 0.99219810962677
","x: 0.44421905279159546
y: 0.14284354448318481
z: -0.12643477320671082
visibility: 0.9976215362548828
","x: 0.4608895182609558
y: 0.1641136109828949
z: -0.02770492434501648
visibility: 0.9979157447814941
","x: 0.4592617154121399
y: 0.1645401269197464
z: -0.06976677477359772
visibility: 0.9991026520729065
","x: 0.4295542240142822
y: 0.22855129837989807
z: 0.11937455087900162
visibility: 0.9978005886077881
","x: 0.42963075637817383
y: 0.2178228348493576
z: -0.2011936902999878
visibility: 0.9999449849128723
","x: 0.4382084012031555
y: 0.34432658553123474
z: 0.15591159462928772
visibility: 0.031193923205137253
","x: 0.4497888684272766
y: 0.3308161497116089
z: -0.23664307594299316
visibility: 0.9870859980583191
","x: 0.4562704563140869
y: 0.42038699984550476
z: 0.09967483580112457
visibility: 0.07250997424125671
","x: 0.5064242482185364
y: 0.39235830307006836
z: -0.2034008502960205
visibility: 0.9651213884353638
","x: 0.46135205030441284
y: 0.4392462968826294
z: 0.09773370623588562
visibility: 0.09516957402229309
","x: 0.5163024663925171
y: 0.41278770565986633
z: -0.2313184291124344
visibility: 0.9452354311943054
","x: 0.46928539872169495
y: 0.4280131757259369
z: 0.07358674705028534
visibility: 0.09619496762752533
","x: 0.5192705392837524
y: 0.40579360723495483
z: -0.21914848685264587
visibility: 0.9388840794563293
","x: 0.4671877920627594
y: 0.4215965270996094
z: 0.08595665544271469
visibility: 0.09486690163612366
","x: 0.5157014727592468
y: 0.398593008518219
z: -0.19702202081680298
visibility: 0.9008252024650574
","x: 0.44711247086524963
y: 0.4508703947067261
z: 0.09147879481315613
visibility: 0.9974495768547058
","x: 0.43133553862571716
y: 0.4579683840274811
z: -0.09150148928165436
visibility: 0.998369038105011
","x: 0.48394575715065
y: 0.5806220173835754
z: 0.1021711602807045
visibility: 0.6662976741790771
","x: 0.4155668318271637
y: 0.609699547290802
z: -0.07440651953220367
visibility: 0.9696338176727295
","x: 0.48251184821128845
y: 0.7368155717849731
z: 0.17994387447834015
visibility: 0.8258617520332336
","x: 0.38990944623947144
y: 0.7693154215812683
z: -0.009717965498566628
visibility: 0.9823979735374451
","x: 0.476924329996109
y: 0.7728790044784546
z: 0.18315550684928894
visibility: 0.8494966626167297
","x: 0.3805592954158783
y: 0.8037937879562378
z: -0.007980125956237316
visibility: 0.9532607197761536
","x: 0.5248914957046509
y: 0.7699671983718872
z: 0.13442398607730865
visibility: 0.9137591123580933
","x: 0.43035802245140076
y: 0.8023516535758972
z: -0.08527624607086182
visibility: 0.9800309538841248
"
Frame6,"x: 0.46254047751426697
y: 0.15032842755317688
z: -0.05493014305830002
visibility: 0.9991005063056946
","x: 0.45757508277893066
y: 0.13636453449726105
z: -0.04379680007696152
visibility: 0.9970049858093262
","x: 0.45684170722961426
y: 0.13638517260551453
z: -0.04384108632802963
visibility: 0.9964073896408081
","x: 0.4559813141822815
y: 0.13642162084579468
z: -0.043846990913152695
visibility: 0.9974963068962097
","x: 0.4566090703010559
y: 0.13675537705421448
z: -0.0762501209974289
visibility: 0.9983167052268982
","x: 0.4552789628505707
y: 0.13710922002792358
z: -0.07627753913402557
visibility: 0.9982171654701233
","x: 0.4537505507469177
y: 0.13752290606498718
z: -0.07632114738225937
visibility: 0.9986060261726379
","x: 0.4458088278770447
y: 0.1445939540863037
z: 0.014612561091780663
visibility: 0.9929344058036804
","x: 0.44347065687179565
y: 0.14578783512115479
z: -0.13162823021411896
visibility: 0.9978491067886353
","x: 0.46025562286376953
y: 0.1679806411266327
z: -0.029682334512472153
visibility: 0.9981047511100769
","x: 0.4586206376552582
y: 0.16768878698349
z: -0.07232928276062012
visibility: 0.9991808533668518
","x: 0.42924290895462036
y: 0.23331883549690247
z: 0.11642725765705109
visibility: 0.9979647397994995
","x: 0.42955344915390015
y: 0.22131389379501343
z: -0.20455917716026306
visibility: 0.9999483227729797
","x: 0.4377393126487732
y: 0.34481075406074524
z: 0.15266646444797516
visibility: 0.03352984040975571
","x: 0.4508746564388275
y: 0.33248722553253174
z: -0.2363480031490326
visibility: 0.9879945516586304
","x: 0.45425063371658325
y: 0.4116130769252777
z: 0.09291457384824753
visibility: 0.0748191699385643
","x: 0.509949803352356
y: 0.379119873046875
z: -0.19591401517391205
visibility: 0.9671856164932251
","x: 0.46123939752578735
y: 0.4252314269542694
z: 0.08935277909040451
visibility: 0.09662448614835739
","x: 0.5218564867973328
y: 0.39811405539512634
z: -0.22508549690246582
visibility: 0.9481872320175171
","x: 0.467818021774292
y: 0.42069074511528015
z: 0.06545695662498474
visibility: 0.09803824126720428
","x: 0.5255860686302185
y: 0.38821941614151
z: -0.21288542449474335
visibility: 0.9422184824943542
","x: 0.46586042642593384
y: 0.41488417983055115
z: 0.07913367450237274
visibility: 0.09677855670452118
","x: 0.52144855260849
y: 0.38154393434524536
z: -0.18950673937797546
visibility: 0.9050683975219727
","x: 0.44545769691467285
y: 0.46011874079704285
z: 0.093008853495121
visibility: 0.9976485371589661
","x: 0.4299290180206299
y: 0.4674053490161896
z: -0.09307445585727692
visibility: 0.9984893798828125
","x: 0.4811916947364807
y: 0.5847976207733154
z: 0.14265038073062897
visibility: 0.6902309656143188
","x: 0.41121500730514526
y: 0.6134303212165833
z: -0.06092746928334236
visibility: 0.9724510908126831
","x: 0.5010053515434265
y: 0.7430295348167419
z: 0.24701574444770813
visibility: 0.8410624861717224
","x: 0.3828987181186676
y: 0.7714064717292786
z: 0.018111197277903557
visibility: 0.9840013384819031
","x: 0.49733319878578186
y: 0.7797421813011169
z: 0.25257408618927
visibility: 0.8604224324226379
","x: 0.3739854693412781
y: 0.8055557012557983
z: 0.02123146876692772
visibility: 0.9558030962944031
","x: 0.5463351011276245
y: 0.7648598551750183
z: 0.2016620934009552
visibility: 0.9207969903945923
","x: 0.42135658860206604
y: 0.8038440346717834
z: -0.04878059774637222
visibility: 0.9817290902137756
"
Frame7,"x: 0.46157366037368774
y: 0.1540534496307373
z: -0.060243844985961914
visibility: 0.9991856217384338
","x: 0.4564664959907532
y: 0.14133192598819733
z: -0.05015970394015312
visibility: 0.997299313545227
","x: 0.4558326303958893
y: 0.141449436545372
z: -0.05018042400479317
visibility: 0.996760368347168
","x: 0.4550904333591461
y: 0.14154154062271118
z: -0.050153523683547974
visibility: 0.9977414608001709
","x: 0.4553282856941223
y: 0.14169444143772125
z: -0.08287402987480164
visibility: 0.9984798431396484
","x: 0.45397478342056274
y: 0.142133429646492
z: -0.0828913077712059
visibility: 0.9983896017074585
","x: 0.4524569511413574
y: 0.14251968264579773
z: -0.08295924961566925
visibility: 0.9987403154373169
","x: 0.4454464018344879
y: 0.1495697796344757
z: 0.0075769564136862755
visibility: 0.9936244487762451
","x: 0.44231539964675903
y: 0.15084624290466309
z: -0.13669739663600922
visibility: 0.9980604648590088
","x: 0.4598832130432129
y: 0.17157407104969025
z: -0.03485599160194397
visibility: 0.9982858300209045
","x: 0.45812153816223145
y: 0.17119567096233368
z: -0.07768601924180984
visibility: 0.9992569088935852
","x: 0.42948636412620544
y: 0.2386435568332672
z: 0.10773267596960068
visibility: 0.998134970664978
","x: 0.42972463369369507
y: 0.2296949326992035
z: -0.20724885165691376
visibility: 0.9999517798423767
","x: 0.43507808446884155
y: 0.34586793184280396
z: 0.1468011885881424
visibility: 0.036196574568748474
","x: 0.45248135924339294
y: 0.33380553126335144
z: -0.23369157314300537
visibility: 0.9886966943740845
","x: 0.4511123597621918
y: 0.4160770773887634
z: 0.08610731363296509
visibility: 0.07612427324056625
","x: 0.5132883787155151
y: 0.3728668987751007
z: -0.17643162608146667
visibility: 0.9675047397613525
","x: 0.45462918281555176
y: 0.43081504106521606
z: 0.07892582565546036
visibility: 0.09700865298509598
","x: 0.5262845754623413
y: 0.391008198261261
z: -0.20294161140918732
visibility: 0.9482710957527161
","x: 0.4587445855140686
y: 0.42742830514907837
z: 0.05624060705304146
visibility: 0.09875641763210297
","x: 0.5296472907066345
y: 0.38208824396133423
z: -0.19219858944416046
visibility: 0.9425336718559265
","x: 0.45813125371932983
y: 0.4187866151332855
z: 0.07258893549442291
visibility: 0.09755420684814453
","x: 0.5251638293266296
y: 0.3757980763912201
z: -0.1702442169189453
visibility: 0.9045840501785278
","x: 0.4431075155735016
y: 0.4679991900920868
z: 0.09296180307865143
visibility: 0.9978469014167786
","x: 0.4286883473396301
y: 0.477355420589447
z: -0.09305817633867264
visibility: 0.9986170530319214
","x: 0.4788765013217926
y: 0.5987545251846313
z: 0.16898062825202942
visibility: 0.707899272441864
","x: 0.40655389428138733
y: 0.6241867542266846
z: -0.05567331984639168
visibility: 0.9748693108558655
","x: 0.5128324031829834
y: 0.7446305751800537
z: 0.27956703305244446
visibility: 0.8542182445526123
","x: 0.375674843788147
y: 0.7743027806282043
z: 0.03375805541872978
visibility: 0.9853561520576477
","x: 0.5120947360992432
y: 0.7814092040061951
z: 0.28606972098350525
visibility: 0.8691273331642151
","x: 0.3663724660873413
y: 0.8065267205238342
z: 0.03996238112449646
visibility: 0.9566798806190491
","x: 0.5596922636032104
y: 0.7516708374023438
z: 0.23925621807575226
visibility: 0.9266371130943298
","x: 0.4149606227874756
y: 0.805989146232605
z: -0.04105883091688156
visibility: 0.9830673336982727
"
